incomplete,,,,,,FFA,,,,,,Maze,,,,,,2TDM,,,,,,4TDM,,,,,,Maze 2TDM,,,,,,Maze 4TDM,,,,,,Open TDM,,,,,,Squads/Duos,,,,
,,,,,,Top 20 All Time,,,,,,Top 20 All Time,,,,,,Top 20 All Time,,,,,,Top 20 All Time,,,,,,Top 20 All Time,,,,,,Top 20 All Time,,,,,,Top 20 All Time,,,,,,Top 20 All Time,,,,
,,,,,,Score,Player,Link,Tank,S,,Score,Player,Link,Tank,S,,Score,Player,Link,Tank,S,,Score,Player,Link,Tank,S,,Score,Player,Link,Tank,S,,Score,Player,Link,Tank,S,,Score,Player,Link,Tank,S,,Score,Player,Link,Tank,S
,,,,,,10070753,Stradpult,https://imgur.com/gallery/uljVxNX,Fighter,Legacy,,6910714,Mr.Hacker YT,https://media.discordapp.net/attachments/1136619020100059146/1143468207735312444/screenshot_-_2023-08-22T015041.215.png?width=810&height=456,Hexa Tank,,,44215098,Jess,https://www.youtube.com/watch?v=wAPi4qf1_Vk,Auto Overseer,,,27537009,Skrialik,https://cdn.discordapp.com/attachments/928174021592383489/1130948964045291540/000__aHR0cHM6Ly9pLmltZ3VyLmNvbS9pVDNpYlFpLnBuZw3D3D.png,Overseer,,,10147081,Slade,https://cdn.discordapp.com/attachments/928174021592383489/1141208541294768208/screenshot_-_2023-08-15T231358.256.png,Auto Spawner,TBR,,11720549,Slade,https://cdn.discordapp.com/attachments/1093983574065156216/1106673054903451658/screenshot_-_2021-05-14T152049.png,Streamliner,,,11147953,Skrialik,https://imgur.com/a/8trHyPr,Overlord,,,12345678,Skrialik,https://imgur.com/a/7b0FnkI,Predator,Legacy
,,,,,,9586016,Stradpult,https://imgur.com/gallery/oH1wsYj,Auto-5,Legacy,,6731429,Marcus,https://cdn.discordapp.com/attachments/1095472648886165704/1137949723983106069/screenshot_-_2023-08-07T052547.389.png,Hexa Tank,,,25003315,Marcus,https://cdn.discordapp.com/attachments/866023322529955870/1079438475922784317/death_ss.png,Commander,,,20021586,Roman,https://imgur.com/a/cMumfGB,Auto Overseer,,,10065712,Ö.,https://imgur.com/a/ndpbcEb,Overtrapper,,,7704078,ExC,https://imgur.com/a/0ojm0vn,Hybrid,,,9101585,ExC,https://imgur.com/a/gMCl59z,Surfer,Legacy,,11626716,Anak,https://imgur.com/gallery/j18MkES,Battleship,
,,,,,,9340186,Endless,https://imgur.com/gallery/FHxsqvn,Artillery,Legacy,,5100330,ExC,https://imgur.com/a/DaHPhMK,Streamliner,,,22483433,Jess,https://imgur.com/a/AWezhf3,Auto Overseer,,,16776260,Jess,https://imgur.com/a/K8web3M,Overlord,,,7861288,Marcus,https://cdn.discordapp.com/attachments/1104777239725346876/1113552873536622713/screenshot_-_2023-05-31T194719.246.png,Annihilator,,,7264097,Mr.Hacker YT,https://media.discordapp.net/attachments/1064026177108443180/1143615199006441582/screenshot_-_2023-08-19T221115.565.png?width=1193&height=671,Manager,TBR,,7386144,rela 🐣,https://imgur.com/gallery/NBxOvsQ,Overdrive,,,10814596,Slade,https://cdn.discordapp.com/attachments/866023322529955870/1042980358037180416/unknown.png,Overgunner,
,,,,,,8708932,Stradpult,https://media.discordapp.net/attachments/454578417745133580/764495802529087498/unknown.png?width=1204&height=677,Surfer,Legacy,,5058112,Nyrox,https://imgur.com/a/n1Ttyf8,Bent Double,,,20052585,Colon,https://cdn.discordapp.com/attachments/1135707353325518958/1142942079765450813/image.png,Crossbow,,,15615614,Skrialik,https://imgur.com/a/t92Wf2h,Overlord,,,7726758,Chris3773,https://cdn.discordapp.com/attachments/559793341143711767/1116505608443666502/screenshot_-_2023-06-08T183631.png,Auto Assassin,,,7130528,safuez,https://cdn.discordapp.com/attachments/941221820810543155/941338879687000064/8tzTqyr_d.png,Factory,TBR,,6836778,Mine,https://imgur.com/a/roNCtVR,Streamliner,,,10530060,Slade,https://imgur.com/DIQXtmQ,Streamliner,
,,,,,,8152846,ExC,https://imgur.com/a/dLvBQfH,Fighter,Legacy,,5036732,Quad,https://imgur.com/a/VJIQ84b,Triplet,,,19435506,Quad,https://imgur.com/gallery/xSRaodY,Necromancer,,,14076885,Marcus,https://cdn.discordapp.com/attachments/1146204878331461642/1150402565029232702/screenshot_-_2023-09-10T140844.463.png,Overlord,TBR,,7489909,byekc,https://cdn.discordapp.com/attachments/920837868543438878/951964758423273482/unknown_2021.png,Rocketeer,,,6762011,jax,https://cdn.discordapp.com/attachments/928174021592383489/1141807896246628373/Screenshot_2023-08-16_2.png,Sniper,,,6217536,Ussnub,https://cdn.discordapp.com/attachments/1125564247275999282/1125876611602985062/6.21_mil.png,Bent Double,,,8182540,Slade,https://cdn.discordapp.com/attachments/928174021592383489/1127068247846563860/screenshot_-_2022-10-19T210321.png,Fortress,
,,,,,,7407179,Stradpult,https://media.discordapp.net/attachments/454578417745133580/579267259894333440/unknown.png,Fighter,Legacy,,5025904,S3CR3T,https://dl.airtable.com/KHegWqwVRDiLP2B0AGD2_Kepernyofelvetel_81.png,Hybrid,Legacy,,17770864,ExC,https://imgur.com/gallery/qoopBka,Gunner Trapper,,,13960825,🥕Crazy Carrot🥕,https://imgur.com/a/wzNDW95,Overlord,,,7272710,Templar,https://cdn.discordapp.com/attachments/866023322529955870/1139202565146411038/image.png,Auto Overseer,,,6601572,Ö.,https://imgur.com/a/JWeDlf1,Annihilator,,,6066987,ια,https://imgur.com/gallery/LPqFBUd,Auto Overseer,,,8151530,Jess,https://imgur.com/a/1scHNcj,Auto Double,
,,,,,,7403118,Stradpult,https://imgur.com/gallery/NPw1Hfj,Surfer,Legacy,,4732142,Marcus,https://cdn.discordapp.com/attachments/1027270278096638064/1140378477825118228/screenshot_-_2023-08-13T221628.956.png,Machine Gunner,,,17241238,noscore,https://cdn.discordapp.com/attachments/395646588682240020/1093846736130277376/screenshot_-_2023-04-07T102640.387.png,Predator,,,13550218,Thx m8,https://imgur.com/a/KnlDnhf,Overlord,,,7215745,Skrialik,https://cdn.discordapp.com/attachments/928174021592383489/1141524709318606898/screenshot_-_2023-08-09T211331.png,Overlord,,,6307262,Thx m8,https://imgur.com/a/gA8MviK,Smasher,,,5995452,Colon,https://imgur.com/a/ReKmkEM,Fighter,Legacy,,8007042,Quad,https://imgur.com/gmbUiUr,Machine Gun,
,,,,,,7386278,ExC,https://imgur.com/a/Ckq7LeM,Bomber,Legacy,,4602013,Quad,https://road6943.github.io/Arras-Wra-Imgur-Backups/?cloudName=road6943&imgurLink=https://imgur.com/a/DKR0Vi6,Flank Guard,,,16378462,Jess,https://youtu.be/9dAJn-ReCwU,Overlord,,,12033305,Mr.Hacker YT,https://cdn.discordapp.com/attachments/1146049737494114356/1147847776961577000/screenshot_-_2023-09-03T035609.930.png,Hexa Tank,TBR,,7055567,Smiley,https://imgur.com/a/IEY9Uk3,Smasher,,,6001350,rela 🐣,https://imgur.com/gallery/0erVnX0,Overdrive,,,5683540,ια,https://cdn.discordapp.com/attachments/866023322529955870/1099848790015475814/screenshot_-_2023-04-23T170009.png,Auto Smasher,,,7625281,Jess,https://imgur.com/a/SzBDnyh,Gunner Trapper,
,,,,,,7275547,Stradpult,https://imgur.com/gallery/I3ip2El,Fighter,Legacy,,4459529,Skrialik,https://cdn.discordapp.com/attachments/928174021592383489/1141524673562165368/screenshot_-_2023-08-10T043735.png,Mortar,,,16051959,ExC,https://cdn.discordapp.com/attachments/928174021592383489/1136731726886998066/image.png,Bushwhacker,,,11633647,rela 🐣,https://imgur.com/gallery/1ahw5PA,Overseer,,,7048534,Marcus,https://cdn.discordapp.com/attachments/1136619020100059146/1144330560605524008/screenshot_-_2023-08-24T200100.332.png,Hexa Tank,TBR,,5979885,Rog456,https://imgur.com/a/ccRh01y,Mega Smasher,Legacy,,5595848,Skrialik,https://imgur.com/a/hbosxz1,Swarmer,,,7258999,Quad,https://imgur.com/a/V5ReyDx,Bulwark,
,,,,,,7049661,Tommy,https://cdn.discordapp.com/attachments/801013894805323808/836523024157114468/screenshot_-_2021-04-27T103734.192.png,Fighter,Legacy,,4435281,ExC,https://road6943.github.io/Arras-Wra-Imgur-Backups/?cloudName=road6943&imgurLink=https://imgur.com/a/jJlk3Fq,Auto Builder,,,16014752,ια,https://cdn.discordapp.com/attachments/1101493904542535791/1101982346535776326/d.png,Auto Overseer,TBR,,10864836,Zeph,https://cdn.discordapp.com/attachments/803352420117774377/853718954018865173/D17EE8D3-E572-4A95-B4B9-37A33F5FE5F3.jpeg,Overlord,,,6530341,Allan,https://imgur.com/a/fBwMqFC,Commander,,,5638192,Corrupt X,https://www.youtube.com/watch?v=RVB-tWpv0Ro,Mortar,Legacy,,5302524,Quad,https://imgur.com/a/pgtBKXX,Overlord,,,7203440,Quad,https://imgur.com/a/izc5CcM,Bent Hybrid,
